(1102667460438867970,neu,)salvini pour les européennes est qui met macron dans meilleur des cas monte france reveillez vous stoppez les faux sondages est nul 
(1102667459922984960,neg,)sur glyphosate est comme pour chlordécone pour amiante tout monde connaissait les risques pourtant continue donner des permis tuer aux entreprises macron menti promettant sortirait dans les trois ans bfmstory 
(1102667455875465223,neg,)fantastique nlr ruissellement macron était ruissellement rajoy 
(1102667454344515584,irr,)aller jean pierre une bonne retraite silence dans votre chalet combloux faire bien tous ceux qui ont vécu votre traitrise bon vent 
(1102667436606832641,pos,)vrai laisse déjà tout aux allemands aux hollandais mais filé quand même chine aux émirats contre les etats unis chine emmanuel macron plaide pour une préférence européenne via bfmtv 
(1102667433960263686,pos,)une vision europe commune europe macron européennes lrem france sir
(1102667422610452481,neu,)apporte son soutien emmanuel macron aux europeennes lui propose être très prudent sur son soutien déclare audition publique 
(1102667414079242241,neu,)président république sera gréoux les bains dans les alpes haute provence jeudi dans cadre grand débat national menu transition écologique 
(1102667411466133504,neg,)abus pouvoir qui payer pour cette campagne illégale que macron dirige aurons été bafoués volés par cette secte politiqueson gourou depuis moismaintenant avec grand debat national bidonds europeennes truquées comme été presidentielle grâce aux trahisons 
(1102667409834557440,neg,)macron impose comme vrai leader une europe des banquiers des puissants qui bâtissent leurs empires sur dos des peuples ils engendrent misère précarité seule fin accroître leurs fortunes 
(1102667408999940099,neg,)vrai clivage est entre les démocrates qui veulent redonner pouvoir peuple comme ceux qui veulent toujours plus technocratie européenne comme macron grand 
(1102667408379125762,neu,)vous faites service après vente élyséen moi citoyen français interroge sur manque ouverture des médias français rai arrive inviter pdt macron alors pourquoi les médias français pourraient pas faire avec les dirigeants italiens 
(1102667404545540097,neu,)macron invite les italiens réinventer rêve européen 
(1102667401567629312,neg,)gouvernement macron sauve aucune usine france refuse doter notre pays une politique réindustrialisation nos territoires entrave développement économique nos champions criminel safran 
(1102667401047478273,neu,)emmanuel macron dans les alpesde haute provence mars dans cadre grand debat national devrait être greouxles bains gsf 
(1102667399768272897,neg,)après handicapé est tour ancien pompier faire asperger gaz lacrymogène gouvernement est fort avec les faibles faible avec les forts honte vous macron honte vous castaner acte xvi giletsjaunes 
(1102667388431056896,irr,)non temps parole macron pas augmenté avec grand débat selon csa 
(1102667387172732931,neg,)vrai clivage est entre les démocrates qui veulent redonner pouvoir peuple comme ceux qui veulent toujours plus technocratie européenne comme macron grand 
(1102667384295510023,neu,)pour une renaissance européenne lettre emmanuel macron aux européens 
(1102667377853034497,neg,)spécialiste stratégie gilles casanova une surpression médiatique extraordinaire arrive maintenir macron dans les sondages serait sans cette situation médiatique enfer des médias sont entre les mains personnes soutiens macron 
(1102667376720576514,neg,)nous sommes les prochains sur liste macron brade tout est open bar pour les riches
(1102667375806169088,neg,)traduction lettre macron aux européens par quai orsay rentre comment dans compte campagne des europeennes pour lrem cette propagande électorale marquera pas renaissance des pratiques pouvoir qui profite position 
(1102667368810102784,neg,)ferrand nomme homme condamné par justice macron voulait casier vierge pour députation trahison avec méthode
(1102667364842254340,neg,)aimerais bien savoir sur quoi sur qui comment sondage est fondé macron élu certes mais avec quel abstentions votes blancs votes nuls car seuls ces pourcentages sont forcément officiels 
(1102667358299144192,neg,)comme quoi macron mis beaucoup trop monde dans merde 
(1102667354864041986,neg,)tout bien macron vos chiens garde respectent scrupuleusement les consignes utilisation lbd crève les yeux gilets jaunes 
(1102667345095548929,neg,)réponse sera mon bulletin vote anti macron mea culpa avoir gaze tire mutile éborgner enprisonne son peuple fera son mea culpa devant juridiction compétente
(1102667333913456640,neu,)raffarin parce que attend après wauquiez pour avenir politique vaut mieux lécher macron que pen
(1102667329232687104,neg,)européennes raffarin rallie macron via camouflet pour qui divise respect pour créateur parti qui retrouve autour projet président 
(1102667326602776576,pos,)est macron est notre président yess
(1102667321779388416,neg,)laurent wauquiez pousse les pro macron hors heure clarification enfin venue pour marche vers une droite euro lucide forte courageuse 
(1102667301495595009,neu,)france mal gilets jaunes emmanuel macron reconnaît avoir fait des erreurs lors une interview télévision italienne 
(1102667284282257411,neu,)raffarin annonce son soutien macron pour les européennes 
(1102667277680427009,neu,)actu occasion ème dîner crif février dernier président république emmanuel macron annoncé adoption par france définition antisémitisme que dit elle vraiment qui adresse elle par qui elle été adoptée 
(1102667264791318529,neg,)tenez vous regardez aucun nous ici connaît personne qui ait voté macron vous confondez avec les juppeistes sarkozistes peut être 
(1102667594040074240,neu,)schengen concurrence environnement plan macron pour europe passé crible politique 
(1102667587991883776,neu,)raffarin soutient macron aux européennes question européenne impose rassemblement car situation actuelle europe fait craindre pire dans urgence système met ordre bataille apprête faire bloc pour sauver okf
(1102667583919132672,neu,)mon intervention inspiré par philosophe jürgen habermas macron entête chercher peuple européen qui existe pas mieux vaut abandonner utopie post nationale centrer sur que europe fait mieux intégration économique 
(1102667583793364993,neu,)mardi prévoir déchaînement lfi contre tribune macron sur europe question celle étant écrite dans les langues maternelles des pays êtes vous certain que comprennent même français demande 
(1102667572087017475,neu,)remettre plat espace schengen renforcer défense vision europe macron 
(1102667562305941510,pos,)loire atlantique des militants écologistes décrochent portrait emmanuel macron dans une mairie ftr 
(1102667557348261889,neu,)macron appelle une renaissance européenne politique 
(1102667557293752321,neg,)quel projet vire des ainsi que tout les macron compatibles 
(1102667554919731207,neu,)macron reconnait des erreurs quel tartuffe habitude macron insulte les français quand est étranger prétend reconnaitre des erreurs alors france répond par répression défend justement niveau européen les politiques contestées france 
(1102667554710061057,neg,)raffarin juppé avaient déjà cédé leurs régions auxsocialistes des goals qui tirent les buts contre leur camp oui les renegats seront bien chez macron fera recyclage défaut faire gagner france 
(1102667546111758338,neu,)macron jui demandé pouvait signer mon billet retard pcq retard pour attendre pas fait dit ehe attention ministre éducation juste derrière moi engueuler 
(1102667533931421697,neu,)banque climat salaire minimum macron veut sauver une europe danger 
(1102667512276230149,neu,)macron invité hier soir émission che tempo che suivie par plus millions téléspectateurs est adressé directement aux italiens pour remettre italie marche réinventer ensemble rêve européen tourner page nationalisme 
(1102667510732767233,neg,)jacques weber macron est grand escroc mensonge permanent faut que plus rien soit dicté par cette économie ravageuse qui sert que très peu gens tuent des millions autres est train assister grand naufrage démocratie 
(1102667503757651971,neg,)même allemagne macron est plus crédible 
(1102667496321175558,irr,)autre bonne nouvelle pour apres pour gpa était temps encore petit effort pour quelques uns sera libre réformer droite kme préfère loin arrivée bellamy jeune intelligent 
(1102667494744092672,neg,)fait déjà quelques années soutient macron ils ont même vision libéralisme même dédain pour leurs concitoyens pour lui peuple était france bas
(1102667488427421696,neu,)tribune pourunerenaissanceeuropéenne les nationalistes trompent quand ils prétendent défendre notre identité dans retrait europe mais ceux qui voudraient rien changer trompent aussi 
(1102667483453030401,neg,)voyons frais contribuable mec est président marche europe mais pas des français encore heureux que les pays européens commence voir qui est rellement macron marre bien
(1102667481536233473,irr,)sékou toure disait jour que france dira que suis bon président sachez que suis entrain vous trahir donc est président sénégalais est entrain trahir peuple par hasard est quoi projet macron 
(1102667480810643456,neu,)oui sais mais dites moi les qui ont rejoint macron sont macroncompatibles vous voyez des filloniste dedans mis part solere qui fut brièvement porte parole fillon opportuniste patent guerre est très regrettable entre dit 
(1102667478243725312,neu,)parce que projet macron est connu moins les grandes lignes refonder renforcer refuse votre ligne politique eurosceptique fascisto compatible 
(1102667460438867970,neu,)salvini pour les européennes est qui met macron dans meilleur des cas monte france reveillez vous stoppez les faux sondages est nul 
(1102667459922984960,neg,)sur glyphosate est comme pour chlordécone pour amiante tout monde connaissait les risques pourtant continue donner des permis tuer aux entreprises macron menti promettant sortirait dans les trois ans bfmstory 
(1102667455875465223,neg,)fantastique nlr ruissellement macron était ruissellement rajoy 
(1102667454344515584,irr,)aller jean pierre une bonne retraite silence dans votre chalet combloux faire bien tous ceux qui ont vécu votre traitrise bon vent 
(1102667436606832641,pos,)vrai laisse déjà tout aux allemands aux hollandais mais filé quand même chine aux émirats contre les etats unis chine emmanuel macron plaide pour une préférence européenne via bfmtv 
(1102667433960263686,pos,)une vision europe commune europe macron européennes lrem france sir
(1102667422610452481,neu,)apporte son soutien emmanuel macron aux europeennes lui propose être très prudent sur son soutien déclare audition publique 
(1102667414079242241,neu,)président république sera gréoux les bains dans les alpes haute provence jeudi dans cadre grand débat national menu transition écologique 
(1102667411466133504,neg,)abus pouvoir qui payer pour cette campagne illégale que macron dirige aurons été bafoués volés par cette secte politiqueson gourou depuis moismaintenant avec grand debat national bidonds europeennes truquées comme été presidentielle grâce aux trahisons 
(1102667409834557440,neg,)macron impose comme vrai leader une europe des banquiers des puissants qui bâtissent leurs empires sur dos des peuples ils engendrent misère précarité seule fin accroître leurs fortunes 
(1102667408999940099,neg,)vrai clivage est entre les démocrates qui veulent redonner pouvoir peuple comme ceux qui veulent toujours plus technocratie européenne comme macron grand 
(1102667408379125762,neu,)vous faites service après vente élyséen moi citoyen français interroge sur manque ouverture des médias français rai arrive inviter pdt macron alors pourquoi les médias français pourraient pas faire avec les dirigeants italiens 
(1102667404545540097,neu,)macron invite les italiens réinventer rêve européen 
(1102667401567629312,neg,)gouvernement macron sauve aucune usine france refuse doter notre pays une politique réindustrialisation nos territoires entrave développement économique nos champions criminel safran 
(1102667401047478273,neu,)emmanuel macron dans les alpesde haute provence mars dans cadre grand debat national devrait être greouxles bains gsf 
(1102667399768272897,neg,)après handicapé est tour ancien pompier faire asperger gaz lacrymogène gouvernement est fort avec les faibles faible avec les forts honte vous macron honte vous castaner acte xvi giletsjaunes 
(1102667388431056896,irr,)non temps parole macron pas augmenté avec grand débat selon csa 
(1102667387172732931,neg,)vrai clivage est entre les démocrates qui veulent redonner pouvoir peuple comme ceux qui veulent toujours plus technocratie européenne comme macron grand 
(1102667384295510023,neu,)pour une renaissance européenne lettre emmanuel macron aux européens 
(1102667377853034497,neg,)spécialiste stratégie gilles casanova une surpression médiatique extraordinaire arrive maintenir macron dans les sondages serait sans cette situation médiatique enfer des médias sont entre les mains personnes soutiens macron 
(1102667376720576514,neg,)nous sommes les prochains sur liste macron brade tout est open bar pour les riches
(1102667375806169088,neg,)traduction lettre macron aux européens par quai orsay rentre comment dans compte campagne des europeennes pour lrem cette propagande électorale marquera pas renaissance des pratiques pouvoir qui profite position 
(1102667368810102784,neg,)ferrand nomme homme condamné par justice macron voulait casier vierge pour députation trahison avec méthode
(1102667364842254340,neg,)aimerais bien savoir sur quoi sur qui comment sondage est fondé macron élu certes mais avec quel abstentions votes blancs votes nuls car seuls ces pourcentages sont forcément officiels 
(1102667358299144192,neg,)comme quoi macron mis beaucoup trop monde dans merde 
(1102667354864041986,neg,)tout bien macron vos chiens garde respectent scrupuleusement les consignes utilisation lbd crève les yeux gilets jaunes 
(1102667345095548929,neg,)réponse sera mon bulletin vote anti macron mea culpa avoir gaze tire mutile éborgner enprisonne son peuple fera son mea culpa devant juridiction compétente
(1102667333913456640,neu,)raffarin parce que attend après wauquiez pour avenir politique vaut mieux lécher macron que pen
(1102667329232687104,neg,)européennes raffarin rallie macron via camouflet pour qui divise respect pour créateur parti qui retrouve autour projet président 
(1102667326602776576,pos,)est macron est notre président yess
(1102667321779388416,neg,)laurent wauquiez pousse les pro macron hors heure clarification enfin venue pour marche vers une droite euro lucide forte courageuse 
(1102667301495595009,neu,)france mal gilets jaunes emmanuel macron reconnaît avoir fait des erreurs lors une interview télévision italienne 
(1102667284282257411,neu,)raffarin annonce son soutien macron pour les européennes 
(1102667277680427009,neu,)actu occasion ème dîner crif février dernier président république emmanuel macron annoncé adoption par france définition antisémitisme que dit elle vraiment qui adresse elle par qui elle été adoptée 
(1102667264791318529,neg,)tenez vous regardez aucun nous ici connaît personne qui ait voté macron vous confondez avec les juppeistes sarkozistes peut être 
(1102667261029085186,neg,)waouh mouvement gilets jaunes est devenu une espèce écurie branquignols émergé goût pour violence racisme antisemitisme tout pire chez homme aussi virulente detestable que macron 
(1102667256260161543,neg,)habitue tout macron traite une femme bête étrange cela fait même plus réagir président aura qualifié les français lépreux séditieux fainéants illettrés alcooliques réfractaires mafieux fouteurs bordel riens bêtes étranges 
(1102667253101797376,pos,)européennes jean pierre raffarin annonce soutenir projet emmanuel macron ttps fmu 
(1102667247175241728,neg,)castaner tellement menti sur les chiffres des manifestants employant terme chiffres officiels dit tout suite ils sont faux même sur les médias botte bravo haute tenue des institutions par ministre macron gilets jaunes acte xvii ric 
(1102667220587634689,neg,)rentabilité est pas pour demain sacré macron impressionnnnnne cars macron marché réduit deux opérateurs flix bus ouibus via 
(1102667213583073280,neg,)lci macron gilets jaunes dans feue union soviétique plus communisme montrait ses impasses plus les dirigeants criaient manque communisme pour macron plus europe systémiquement mal plus faut renforcer tant que système même aveuglement
(1102667211993481217,neu,)lol mac ron reçoit soutien jean pierre raffarin les mots manquent 
(1102667196008972291,neg,)poseça les gilets jaunes lors acte mille des brouettes opposeront une nouvelle fois samedi prochain candidature pour cinquième mandat président macron candidat officiel finance des médias gouvernementaux 
(1102667186169102337,irr,)sale traitre pour contrer ces pourritures tout doit être mis oeuvre comprenez que vous voulez vote révolutionnaire jusqu leur ruine 
(1102667169404461056,neu,)emmanuel macron remis place par premier ministre polonais 
(1102667168028811264,neg,)nous avons fait face plusieurs périls nationalistes extrême droite mais aussi extrême gauche les français ont finalement fait choix donner une dernière chance europe élisant macron combat mène aujourd hui doit absolument gagner 
(1102667166032244736,neg,)comme des moutons après macron europe qui protège adrien via 
(1102667157845041153,neg,)européennes macron publier une tribune dans les pays union via france est péril veut prendre direction europe mégalo psychopathe mais secours cet homme est dingue 
(1102667155584307202,pos,)bernard tapie pense emmanuel macron peut devenir des plus grands présidents république https mhzkyyf 
(1102667130724671489,neg,)coups matraque gaz lacrymogène lbd pleine tronche drôle conception liberté sécurité macron 
(1102667123644612614,neg,)est possible que dans républicain restent encore vieux con comme raffarin que est les bottes macron toujors même chose avec vieux juppé sont mit plomb pour foutre dehors 
(1102667115444797440,neg,)comme des moutons après macron europe qui protège adrien via 
(1102667112886222848,neu,)est parti macron compatible autrement dit gaucho compatible est pour aussi est 
(1102667112185769987,neg,)les vrp macron sont sortie après benalla monte game 
(1102667104598274050,pos,)france jean pierre raffarin annonce son soutien emmanuel macron pour les européennes 
(1102667094389342209,neg,)italie presse épingle macron après son passage sur rai via 
(1102667093168803840,neg,)connais même pas filloniste ayant voté macron second tour elle doit confondre avec les juppeistes voire certains sarkozystes
(1102667086718029827,pos,)jean pierre raffarin pourquoi soutiendrai projet emmanuel macron aux européennes figaro 
(1102667078362939393,neg,)macron détourne argent publique plusieurs millions pour financer campagne larem utilisant grand débat mediapart 
(1102667077981224962,pos,)dédicace emmanuel macron
(1102667057215275009,neg,)casse sont les casseurs pas les les commerces dévastés sont les racailles pas les chômage technique est incidence une politique merde ton macron qui induit voila mes arguments achète toi cerveau passage pour comprendre tout ciao
(1102667056552394752,neg,)bellamy pas dit est plus macron que 
(1102667038248587264,neg,)toutes les vieilles peaux chez macron 
(1102667023711117314,pos,)plus que jamais suis pour une renaissance européenne avec pour défendre notre liberté protéger notre continent retrouver esprit progrès lire suite tribune président république 
(1102667019198054401,neg,)gaullistes ump souvenez ont cassé rpr pour ump des mensonges sur les courants que raffa rien interdit appel fillon faveur macron qqs minutes après défaite tour 
(1102667013787471879,pos,)europe sont aussi ces milliers projets qui ont changé nos territoires lycée rénové cette route construite accès rapide internet plaide pour renaissance européenne les seront pour construire 
(1102667013393207296,pos,)pour moment cher gilles vous êtes épargné attendez que lisent votre tweet vous aurez probablement droit aux macroniste dictateur vive président macron
(1102667007491751937,neg,)macron est pas président tous les français est président startupnation 
(1102666993096900609,neg,)macron éborgneur lobby européen 
(1102666984666341382,neg,)tous les militants qui ont soutenu toute cette bande crapules pour finir trahi coté macron doivent leur rendre monnaie leur pièce aux prochaines élections 
(1102666981793239040,neg,)intelligent macron traite une femme gilet jaune bête étrange bcj 
(1102666963766132736,neg,)moins est clair cela eut été plus sincère avant les présidentielles monsieur raffarin double jeu insincerité macron 
(1102666950046568449,neg,)hpol europe tribune macron pris conscience existence euroscepticisme propose est une réforme europe 
(1102666949463547904,neu,)blanquefort ascoval les fermetures usines continueront tant que nos industriels continueront être surtaxés les impôts sur production français sont délirants bien élevés que ceux nos voisins notre gouvernement renoncé les réduire 
(1102666948792541185,pos,)jordy dévoile son programme pour europe point macron dehors quelle créativité moi aime bien les épouvantails fait peur ces cons charognards protège les créatures les plus fragiles macron tiens bon 
(1102666948033343489,neu,)seule cible macron sont les gilets jaunes donne impression avoir compte personnel régler avec peuple 
(1102666937870499840,neu,)macron propose remettre plat espace schengen 
(1102666895881326592,neu,)pour une renaissance européenne lettre aux européens 
(1102666891833810946,neg,)les gilets jaunes vus par macron alcooliques violents nazis homophobes islamophobes benalla phobes fauchés arriérés sous hommes phon
(1102666873655693318,neg,)ipd via tous ceux qui placent argent paradis fiscaux qui profitent des lois sapin fabius qui volent les fiscs etc voteront macron eux comptent sur les gilets jaunes pour payer leurs factures raffarin choque rockefeller rothchild
(1102666870069575680,neu,)emmanuel macron adresse directement tous les citoyens union européenne appelle une renaissance européenne une tribune ambitieuse fédératrice pour générer débat européen https ibzx 
(1102666865233588229,pos,)appui sans hésitation macron 
(1102666861592932353,neu,)humour algérien savoureux tragique bouteflika macron 
(1102666858434576384,neg,)bref les collabos voteront les résistants voteront mlp qui dessinera une ligne démarcation franche macron 
(1102666856996003840,neg,)europe macron est cela dégageons ses prédateurs issus des banques ils sont que pour servir servir les intérêts ceux qui les ont placés pour les servir
(1102666854512947203,neu,)tribune forte diffusée dans les pays union européenne est moment renaissance européenne mis
(1102666849370734592,neu,)emmanuel macron tribune pour une renaissance européenne dgw politique 
(1102666849186131968,neu,)entends qui dit sur concernant les propositions macron problème vision euh rappelez moi peu vision européenne des rigole 
(1102666847357452288,neg,)une fabuleuse lettre ouverte emmanuel macron président pays fond connaît pas merci 
(1102666845008678914,neu,)européennes macron met sourdine croisade antinationaliste 
(1102666829061869568,neu,)renaissance européenne retrouvez ici exercice inédit président république française adressant tous les citoyens européens 
(1102666816873287680,neg,)milliards budget est subventions promises par macron éolien solaire peine auriez vous fait pire 
(1102666816378294274,neg,)une tribune publiée dans tous les pays européens mégalomanie macron encore frappé faire campagne pendant des heures sur les chaînes info lui suffit pas chant cygne avant son isolement total europe dans quelques semaines 
(1102666812129447938,neu,)pour une renaissance européenne lettre emmanuel macron aux européens 
(1102666811957497857,neg,)sûrement pas macron
(1102666811915583491,neg,)macron soutient bouteflika 
(1102666805880016897,neg,)roi est entre ceux qui débinent chez macron ceux qui ont décidé joindre pense fidèle dont sénat brille des milles feux affaire benalla 
(1102666800599388161,neg,)connais pas seul filloniste qui envisage donner voix liste macron européennes sortez vous 
(1102666788645548033,neg,)vous êtes menteur tellement stupide arrogant plupart des sont non violents constater moi même strasbourg lors des actes macron paye les casseurs pour discréditer mouvement vous êtes une ordure comme macron 
(1102666783398522880,neg,)macron propositions europe créer agence européenne protection démocraties oups avec régime dictature france nous pouvons être les somnambules une europe amollie sens formule creusé https 
(1102666769456607232,pos,)européennes raffarin rallie macron élections européennes via 
(1102666761525256192,irr,)dans les alpes maritimes des élus qui devraient suivre exemple clarifier leur position pour les europeennes hasard avec bellamy 
(1102666744286638083,neg,)oui jamais mon vote pour macron jamais 
(1102666741115772928,neg,)soir macron fait son show dans une mosquée salafiste marseille mec est pourri
(1102666724313362432,neg,)macron rien obtenu sur taxe gafa rien sur travail détaché sauf une virgule mais est attaqué devant justice européenne rien sur glyphosate macron présente comme champion europe mais rate sur tous les tableaux grand hcj
(1102666720068730886,neg,)direct arditi sur qui voter aux elections pour macron car nationalisme pour lui est guerre allez encore pub pour macron sur une télé publique banque les chochottes est terrible tirer bazooka 
(1102666715794735109,neg,)menteur psychiatre italien descellé chez macron son état psychopathe 
(1102666707603259395,neg,)mais fou que malte oppose france est pas grèce unanimité volera éclats vous gobez que macron voulait changer directive travailleurs détachés est faux frimait mais voulu maintenir fait dans son pire discrimination 
(1102666697402712065,neg,)coup envoi est lancement débat que macron utiliser pour récupérer des éléments langage pour faire une belle campagne qui bien pouvoir soigner son culte 
(1102666697369104387,neg,)macron rien obtenu sur taxe gafa rien sur travail détaché sauf une virgule mais est attaqué devant justice européenne rien sur glyphosate macron présente comme champion europe mais rate sur tous les tableaux grand 
(1102666686891769856,neg,)lrem est tellement plus ramassis branquignoles réunis autour seul homme ils annoncent désormais entrée macron campagne pour les européennes jamais 
(1102666674703077384,neu,)schengen concurrence environnement plan macron pour europe passé crible 
(1102666671980974081,neg,)macron vante europe qui protège millions pauvres jeunes chômage travailleurs pauvres quoi europe libérale nous protège elle bonheur europeennes 
(1102666670609453056,neg,)plus rendre carte choisi effectivement soutenir macron peut avoir pied dehors pied dedans fait plus politique partisane alors taise européennes avec bellamy les republicains 
(1102666669816770560,neg,)européennes raffarin apporte son soutien macron est indigne avoir été ministre juppé cantonné son silence ils voient pas macron cherche sauver ses intérêts intérieurs menacés par europe wauquiez ses lieutenan
(1102666668873052160,neg,)même bfm croit plus ils passent dire monsieur président macron dans une tribune macron appelle une renaissance européenne via bfmtv 
(1102666660140466178,irr,)ford sais pas mais boîte personnes sais suite emploi une stagiaire mois euros brut alternant euros brut depuis septembre nous avons droit euros cice hésite faire chèque équivalent envoyer macron 
(1102666659024830464,neg,)pour cause pique euros chaque année dans les caisses état détriment des retraités démunis scandale pourtant nouveau monde macron république exemplaire monde ripoux rgm
(1102666649335984129,pos,)guenole quand arrive peine base chaussure macron alors incline qui rassure est que les guignols lfi serez jour tête notre beau pays ouf 
(1102666634794332166,neu,)éditorial macron europe vous avez dit incantation figaro vox 
(1102666625562533888,neg,)mars ultimatum toute france paris cette fois macron vient vraiment chercher chez toi gilets jaunes acte xviii acte rck
(1102666624799260672,neg,)macron vrai gardien cimetière éléphants 
(1102666621422895104,neg,)dans lettre toujours macron propose instituer une préférence européenne dans les marchés publics est bien joli mais pourquoi multiplier les traités libre échange qui produisent effet exactement inverse 
(1102666620173017091,neu,)frontière est liberté sécurité déclare emmanuel macron dans tribune vue des élections européennes schengen 
(1102666617874460672,irr,)quand préfère macron show aux véritables problèmes des français communiqué 
(1102666613684355073,neg,)après hollande valls macron été fossoyeur une alliance possible avec italie pour construire axe alternatif merkel italie été laissée seule pour gérer arrivée des migrants les conséquences nom quoi donne des leçons européennes auj 
(1102666571808411648,neg,)macron opposé une protection plus importante des lanceurs alerte eurodéputée virginie rozière fustige hypocrisie française 
(1102666570143354880,pos,)derniere minute politique jean pierre raffarin soutenir projet emmanuel macron aux européennes 
(1102666569040257025,neg,)est une sinistre plaisanterie les usines ferment tour bras france macron utilise son temps lancer campagne lrem fasse son job lieu faire com les ouvriers ford ascoval fonderies poitou méritent président temps plein 
(1102666568486539264,neg,)macron opposé une protection des lanceurs alerte ils devront abord prévenir leur hiérarchie qui ose encore voter pour macron 
(1102666562463502337,neu,)macron met garde contre les pièges nationalisme statu quo 
(1102666562148814848,irr,)rarement une radio aura autant été aussi veule servile via 
(1102666556453109771,irr,)zzc écoutez est vidéo musicale plus puissante jamais fait sur macron énorme partager 
(1102666553257017344,neu,)emmanuel macron lance offensive pour les élections européennes 
(1102666539822657541,neg,)les vrais fillonistes ont pas voté macron votent pour aucun lrem pas confondre les dits cadres qui font politique leur business donc sont prêts toutes les compromissions nous trahissent évidemment
(1102666537528377352,neg,)dans les hautes alpes frontière avec italie macron salvini appliquent les mêmes méthodes harcèlement policier non respect des droits les plus élémentaires des migrants notamment des mineurs reportage cvg
(1102667594040074240,neu,)schengen concurrence environnement plan macron pour europe passé crible politique 
(1102667587991883776,neu,)raffarin soutient macron aux européennes question européenne impose rassemblement car situation actuelle europe fait craindre pire dans urgence système met ordre bataille apprête faire bloc pour sauver okf
(1102667583919132672,neu,)mon intervention inspiré par philosophe jürgen habermas macron entête chercher peuple européen qui existe pas mieux vaut abandonner utopie post nationale centrer sur que europe fait mieux intégration économique 
(1102667583793364993,neu,)mardi prévoir déchaînement lfi contre tribune macron sur europe question celle étant écrite dans les langues maternelles des pays êtes vous certain que comprennent même français demande 
(1102667572087017475,neu,)remettre plat espace schengen renforcer défense vision europe macron 
(1102667562305941510,pos,)loire atlantique des militants écologistes décrochent portrait emmanuel macron dans une mairie ftr 
(1102667557348261889,neu,)macron appelle une renaissance européenne politique 
(1102667557293752321,neg,)quel projet vire des ainsi que tout les macron compatibles 
(1102667554919731207,neu,)macron reconnait des erreurs quel tartuffe habitude macron insulte les français quand est étranger prétend reconnaitre des erreurs alors france répond par répression défend justement niveau européen les politiques contestées france 
(1102667554710061057,neg,)raffarin juppé avaient déjà cédé leurs régions auxsocialistes des goals qui tirent les buts contre leur camp oui les renegats seront bien chez macron fera recyclage défaut faire gagner france 
(1102667546111758338,neu,)macron jui demandé pouvait signer mon billet retard pcq retard pour attendre pas fait dit ehe attention ministre éducation juste derrière moi engueuler 
